,CTS,PNID,NAME,VAL
36621,2021-09-22 22:15:34 IST+0530,265888189,IGN_CYL,OFF
36622,2021-09-22 22:15:38 IST+0530,265888189,CHARGE_STATE,77.2
36623,2021-09-22 21:28:43 IST+0530,265888189,IGN_CYL,ON
36624,2021-09-22 21:28:44 IST+0530,265888189,CHARGE_STATE,80.0
36625,2021-09-22 22:19:49 IST+0530,265888189,IGN_CYL,ON
36626,2021-09-22 22:19:51 IST+0530,265888189,CHARGE_STATE,76.8
36627,2021-09-22 22:18:04 IST+0530,256832791,IGN_CYL,OFF
36628,2021-09-22 22:18:09 IST+0530,256832791,CHARGE_STATE,67.4
36629,2021-09-22 22:22:17 IST+0530,256782425,IGN_CYL,OFF
36630,2021-09-22 22:22:21 IST+0530,256782425,CHARGE_STATE,79.2
36631,2021-09-22 22:14:21 IST+0530,256782425,EV_CHARGE_STATE,Aborted
36632,2021-09-22 22:15:12 IST+0530,256782425,IGN_CYL,ON
36633,2021-09-22 22:15:14 IST+0530,256782425,CHARGE_STATE,80.0
36634,2021-09-22 21:57:13 IST+0530,255506821,IGN_CYL,ON
36635,2021-09-22 21:57:15 IST+0530,255506821,CHARGE_STATE,78.4
36636,2021-09-22 21:44:47 IST+0530,256782425,IGN_CYL,ON
36637,2021-09-22 21:44:50 IST+0530,256782425,CHARGE_STATE,62.3
36638,2021-09-22 21:45:07 IST+0530,256782425,IGN_CYL,OFF
36639,2021-09-22 21:45:14 IST+0530,256782425,CHARGE_STATE,62.3
36640,2021-09-22 22:08:41 IST+0530,255506821,IGN_CYL,OFF
36641,2021-09-22 22:08:46 IST+0530,255506821,CHARGE_STATE,77.2
36642,2021-09-22 22:10:06 IST+0530,258703729,IGN_CYL,OFF
36643,2021-09-22 21:35:25 IST+0530,207925262,IGN_CYL,OFF
36644,2021-09-22 21:35:27 IST+0530,207925262,CHARGE_STATE,72.1
36645,2021-09-22 20:30:33 IST+0530,256832791,IGN_CYL,ON
36646,2021-09-22 20:30:35 IST+0530,256832791,CHARGE_STATE,73.7
36647,2021-09-22 21:09:40 IST+0530,255506821,IGN_CYL,OFF
36648,2021-09-22 21:09:46 IST+0530,255506821,CHARGE_STATE,78.4
36649,2021-09-22 20:54:41 IST+0530,207925262,IGN_CYL,ON
36650,2021-09-22 20:54:41 IST+0530,207925262,CHARGE_STATE,72.5
36651,2021-09-22 20:55:27 IST+0530,207925262,IGN_CYL,OFF
36652,2021-09-22 20:55:29 IST+0530,207925262,CHARGE_STATE,72.5
36653,2021-09-22 20:56:47 IST+0530,255506821,IGN_CYL,OFF
36654,2021-09-22 20:56:51 IST+0530,255506821,CHARGE_STATE,80.0
36655,2021-09-22 20:39:45 IST+0530,255506821,IGN_CYL,OFF
36656,2021-09-22 20:39:52 IST+0530,255506821,CHARGE_STATE,81.1
36657,2021-09-22 20:39:52 IST+0530,255506821,IGN_CYL,ON
36658,2021-09-22 21:04:37 IST+0530,255506821,IGN_CYL,ON
36659,2021-09-22 21:04:40 IST+0530,255506821,CHARGE_STATE,79.2
36660,2021-09-22 21:05:44 IST+0530,258703729,EV_CHARGE_STATE,Aborted
36661,2021-09-22 21:05:44 IST+0530,258703729,CHARGE_STATE,66.2
36662,2021-09-22 11:18:28 IST+0530,258703729,EV_CHARGE_STATE,Active
36663,2021-09-22 21:05:53 IST+0530,258703729,IGN_CYL,ON
36664,2021-09-22 21:25:38 IST+0530,207925262,IGN_CYL,ON
36665,2021-09-22 21:25:39 IST+0530,207925262,CHARGE_STATE,72.1
36666,2021-09-22 09:50:13 IST+0530,258703729,IGN_CYL,OFF
36667,2021-09-22 10:40:21 IST+0530,258703729,IGN_CYL,ON
36668,2021-09-22 11:09:02 IST+0530,258703729,IGN_CYL,ON
36669,2021-09-22 11:09:04 IST+0530,258703729,CHARGE_STATE,46.2
36670,2021-09-22 11:12:46 IST+0530,258703729,IGN_CYL,OFF
36671,2021-09-22 11:24:23 IST+0530,207925484,IGN_CYL,OFF
36672,2021-09-22 11:24:29 IST+0530,207925484,CHARGE_STATE,50.9
36673,2021-09-22 11:15:14 IST+0530,258703729,IGN_CYL,ON
36674,2021-09-22 10:51:56 IST+0530,264921353,IGN_CYL,OFF
36675,2021-09-22 10:51:57 IST+0530,264921353,CHARGE_STATE,85.4
36676,2021-09-22 10:41:41 IST+0530,255506821,EV_CHARGE_STATE,Aborted
36677,2021-09-22 10:41:43 IST+0530,255506821,CHARGE_STATE,83.9
36678,2021-09-22 10:41:19 IST+0530,255506821,EV_CHARGE_STATE,Active
36679,2021-09-22 10:41:20 IST+0530,255506821,CHARGE_STATE,83.5
36680,2021-09-22 11:27:53 IST+0530,255506821,IGN_CYL,OFF
36681,2021-09-22 11:27:58 IST+0530,255506821,CHARGE_STATE,81.5
36682,2021-09-22 11:05:54 IST+0530,258703729,IGN_CYL,OFF
36683,2021-09-22 11:22:43 IST+0530,207925484,IGN_CYL,ON
36684,2021-09-22 11:22:46 IST+0530,207925484,CHARGE_STATE,50.9
36685,2021-09-22 11:13:12 IST+0530,255506821,IGN_CYL,ON
36686,2021-09-22 11:13:13 IST+0530,255506821,CHARGE_STATE,83.9
36687,2021-09-22 11:18:03 IST+0530,258703729,IGN_CYL,OFF
36688,2021-09-22 08:35:22 IST+0530,207925262,IGN_CYL,OFF
36689,2021-09-22 08:35:23 IST+0530,207925262,CHARGE_STATE,72.5
36690,2021-09-22 09:13:25 IST+0530,207925484,IGN_CYL,OFF
36691,2021-09-22 09:13:29 IST+0530,207925484,CHARGE_STATE,51.7
36692,2021-09-22 09:19:10 IST+0530,264921353,IGN_CYL,OFF
36693,2021-09-22 09:19:12 IST+0530,264921353,CHARGE_STATE,45.8
36694,2021-09-22 09:19:56 IST+0530,264921353,EV_CHARGE_STATE,Active
36695,2021-09-22 09:19:56 IST+0530,264921353,CHARGE_STATE,45.8
36696,2021-09-22 06:30:57 IST+0530,207925262,IGN_CYL,ON
36697,2021-09-22 06:30:57 IST+0530,207925262,CHARGE_STATE,78.4
36698,2021-09-22 06:19:26 IST+0530,265888189,IGN_CYL,OFF
36699,2021-09-22 06:19:31 IST+0530,265888189,CHARGE_STATE,80.0
36700,2021-09-22 06:54:27 IST+0530,266214265,IGN_CYL,OFF
36701,2021-09-22 06:54:32 IST+0530,266214265,CHARGE_STATE,55.2
36702,2021-09-22 06:54:27 IST+0530,265888189,IGN_CYL,OFF
36703,2021-09-22 06:54:31 IST+0530,265888189,CHARGE_STATE,80.0
36704,2021-09-22 06:36:49 IST+0530,264921353,IGN_CYL,OFF
36705,2021-09-22 06:36:52 IST+0530,264921353,CHARGE_STATE,60.3
36706,2021-09-22 06:36:58 IST+0530,264921353,IGN_CYL,ON
36707,2021-09-22 06:36:59 IST+0530,264921353,CHARGE_STATE,60.3
36708,2021-09-22 06:53:35 IST+0530,256782425,IGN_CYL,OFF
36709,2021-09-22 06:53:42 IST+0530,256782425,CHARGE_STATE,34.1
36710,2021-09-22 07:18:38 IST+0530,255506821,IGN_CYL,OFF
36711,2021-09-22 07:18:44 IST+0530,255506821,CHARGE_STATE,85.8
36712,2021-09-22 06:57:51 IST+0530,207925484,IGN_CYL,OFF
36713,2021-09-22 06:57:54 IST+0530,207925484,CHARGE_STATE,70.9
36714,2021-09-22 07:13:27 IST+0530,255506821,IGN_CYL,ON
36715,2021-09-22 07:13:29 IST+0530,255506821,CHARGE_STATE,85.8
36716,2021-09-22 06:38:49 IST+0530,265888189,IGN_CYL,OFF
36717,2021-09-22 06:38:54 IST+0530,265888189,CHARGE_STATE,79.6
36718,2021-09-22 06:32:27 IST+0530,265888189,IGN_CYL,ON
36719,2021-09-22 06:32:28 IST+0530,265888189,CHARGE_STATE,79.6
36720,2021-09-22 06:39:51 IST+0530,265888189,IGN_CYL,ON
36721,2021-09-22 06:39:53 IST+0530,265888189,CHARGE_STATE,79.6
36722,2021-09-22 06:44:46 IST+0530,255506821,IGN_CYL,ON
36723,2021-09-22 06:44:48 IST+0530,255506821,CHARGE_STATE,87.0
36724,2021-09-22 06:45:53 IST+0530,266214265,IGN_CYL,OFF
36725,2021-09-22 06:45:58 IST+0530,266214265,CHARGE_STATE,55.6
36726,2021-09-22 06:46:24 IST+0530,266214265,IGN_CYL,ON
36727,2021-09-22 06:46:26 IST+0530,266214265,CHARGE_STATE,55.6
36728,2021-09-22 07:21:33 IST+0530,255506821,IGN_CYL,ON
36729,2021-09-22 07:21:35 IST+0530,255506821,CHARGE_STATE,85.4
36730,2021-09-22 07:25:28 IST+0530,207925262,IGN_CYL,OFF
36731,2021-09-22 07:25:31 IST+0530,207925262,CHARGE_STATE,76.4
36732,2021-09-22 06:59:19 IST+0530,266214265,IGN_CYL,ON
36733,2021-09-22 06:59:22 IST+0530,266214265,CHARGE_STATE,55.2
36734,2021-09-22 07:16:07 IST+0530,266214265,IGN_CYL,OFF
36735,2021-09-22 07:16:11 IST+0530,266214265,CHARGE_STATE,54.1
36736,2021-09-22 06:36:03 IST+0530,264921353,IGN_CYL,ON
36737,2021-09-22 06:36:03 IST+0530,264921353,CHARGE_STATE,60.3
36738,2021-09-22 06:51:01 IST+0530,264921353,IGN_CYL,OFF
36739,2021-09-22 06:51:03 IST+0530,264921353,CHARGE_STATE,60.0
36740,2021-09-22 07:02:25 IST+0530,266214265,IGN_CYL,OFF
36741,2021-09-22 07:02:31 IST+0530,266214265,CHARGE_STATE,55.2
36742,2021-09-22 07:03:25 IST+0530,207925484,IGN_CYL,ON
36743,2021-09-22 07:03:27 IST+0530,207925484,CHARGE_STATE,70.5
36744,2021-09-22 07:03:39 IST+0530,266214265,IGN_CYL,ON
36745,2021-09-22 07:03:41 IST+0530,266214265,CHARGE_STATE,54.5
36746,2021-09-22 06:52:06 IST+0530,255506821,IGN_CYL,OFF
36747,2021-09-22 06:52:11 IST+0530,255506821,CHARGE_STATE,86.2
36748,2021-09-22 06:52:48 IST+0530,255506821,IGN_CYL,OFF
36749,2021-09-22 06:52:54 IST+0530,255506821,CHARGE_STATE,86.2
36750,2021-09-22 06:53:20 IST+0530,264921353,IGN_CYL,ON
36751,2021-09-22 06:53:21 IST+0530,264921353,CHARGE_STATE,60.0
36752,2021-09-22 07:22:52 IST+0530,266214265,IGN_CYL,ON
36753,2021-09-22 07:22:54 IST+0530,266214265,CHARGE_STATE,53.7
36754,2021-09-22 07:24:21 IST+0530,256832791,IGN_CYL,ON
36755,2021-09-22 07:24:23 IST+0530,256832791,CHARGE_STATE,83.1
36756,2021-09-22 05:55:24 IST+0530,256782425,IGN_CYL,ON
36757,2021-09-22 05:55:26 IST+0530,256782425,CHARGE_STATE,50.9
36758,2021-09-22 06:14:56 IST+0530,270768911,IGN_CYL,OFF
36759,2021-09-22 06:26:54 IST+0530,266214265,IGN_CYL,ON
36760,2021-09-22 06:26:56 IST+0530,266214265,CHARGE_STATE,58.0
36761,2021-09-22 05:49:59 IST+0530,265888189,IGN_CYL,ON
36762,2021-09-22 05:50:00 IST+0530,265888189,CHARGE_STATE,92.5
36763,2021-09-22 05:35:13 IST+0530,207925484,IGN_CYL,ON
36764,2021-09-22 05:35:14 IST+0530,207925484,CHARGE_STATE,77.2
36765,2021-09-22 06:25:10 IST+0530,266214265,IGN_CYL,ON
36766,2021-09-22 06:25:12 IST+0530,266214265,CHARGE_STATE,58.0
36767,2021-09-22 06:25:54 IST+0530,266214265,IGN_CYL,OFF
36768,2021-09-22 06:26:01 IST+0530,266214265,CHARGE_STATE,58.0
36769,2021-09-22 06:10:55 IST+0530,264921353,IGN_CYL,OFF
36770,2021-09-22 06:10:57 IST+0530,264921353,CHARGE_STATE,61.1
36771,2021-09-22 05:46:03 IST+0530,270768911,EV_CHARGE_STATE,Aborted
36772,2021-09-22 05:58:30 IST+0530,270768911,IGN_CYL,ON
36773,2021-09-22 04:31:37 IST+0530,255506821,IGN_CYL,OFF
36774,2021-09-22 04:31:43 IST+0530,255506821,CHARGE_STATE,85.4
36775,2021-09-22 04:58:26 IST+0530,264921353,IGN_CYL,OFF
36776,2021-09-22 04:58:28 IST+0530,264921353,CHARGE_STATE,69.0
36777,2021-09-22 04:59:35 IST+0530,264921353,IGN_CYL,ON
36778,2021-09-22 04:59:36 IST+0530,264921353,CHARGE_STATE,69.0
36779,2021-09-22 04:34:44 IST+0530,270768911,IGN_CYL,OFF
36780,2021-09-22 04:44:37 IST+0530,270768911,IGN_CYL,OFF
36781,2021-09-22 04:45:33 IST+0530,270768911,EV_CHARGE_STATE,Active
36782,2021-09-22 04:38:19 IST+0530,270768911,IGN_CYL,ON
36783,2021-09-22 04:20:36 IST+0530,264921353,IGN_CYL,ON
36784,2021-09-22 04:20:36 IST+0530,264921353,CHARGE_STATE,72.5
36785,2021-09-22 04:00:46 IST+0530,264921353,IGN_CYL,OFF
36786,2021-09-22 04:00:48 IST+0530,264921353,CHARGE_STATE,74.1
36787,2021-09-22 04:02:08 IST+0530,264921353,IGN_CYL,ON
36788,2021-09-22 04:02:08 IST+0530,264921353,CHARGE_STATE,74.1
36789,2021-09-22 04:02:14 IST+0530,270768911,IGN_CYL,ON
36790,2021-09-22 03:56:42 IST+0530,255506821,IGN_CYL,OFF
36791,2021-09-22 03:56:47 IST+0530,255506821,CHARGE_STATE,89.0
36792,2021-09-22 03:38:32 IST+0530,255506821,IGN_CYL,ON
36793,2021-09-22 03:38:34 IST+0530,255506821,CHARGE_STATE,93.7
36794,2021-09-22 03:35:46 IST+0530,255506821,IGN_CYL,OFF
36795,2021-09-22 03:35:50 IST+0530,255506821,CHARGE_STATE,94.1
36796,2021-09-22 04:16:19 IST+0530,264921353,IGN_CYL,OFF
36797,2021-09-22 04:16:21 IST+0530,264921353,CHARGE_STATE,72.5
36798,2021-09-22 04:17:35 IST+0530,264921353,IGN_CYL,ON
36799,2021-09-22 04:17:35 IST+0530,264921353,CHARGE_STATE,72.5
36800,2021-09-22 04:18:36 IST+0530,264921353,IGN_CYL,OFF
36801,2021-09-22 04:18:38 IST+0530,264921353,CHARGE_STATE,72.5
36802,2021-09-22 03:53:13 IST+0530,270768911,IGN_CYL,OFF
36803,2021-09-22 04:14:47 IST+0530,207925484,IGN_CYL,OFF
36804,2021-09-22 04:14:50 IST+0530,207925484,CHARGE_STATE,77.2
36805,2021-09-22 04:16:20 IST+0530,255506821,IGN_CYL,ON
36806,2021-09-22 04:16:23 IST+0530,255506821,CHARGE_STATE,88.6
36807,2021-09-22 03:31:53 IST+0530,264921353,EV_CHARGE_STATE,Aborted
36808,2021-09-22 03:32:23 IST+0530,264921353,IGN_CYL,ON
36809,2021-09-22 03:32:23 IST+0530,264921353,CHARGE_STATE,75.6
36810,2021-09-22 00:53:57 IST+0530,207925484,EV_CHARGE_STATE,Active
36811,2021-09-22 00:53:59 IST+0530,207925484,CHARGE_STATE,26.2
36812,2021-09-22 01:11:00 IST+0530,264921353,IGN_CYL,ON
36813,2021-09-22 01:11:01 IST+0530,264921353,CHARGE_STATE,76.8
36814,2021-09-22 00:56:33 IST+0530,207925262,IGN_CYL,OFF
36815,2021-09-22 00:56:34 IST+0530,207925262,CHARGE_STATE,50.5
36816,2021-09-22 00:56:29 IST+0530,207925262,IGN_CYL,ON
36817,2021-09-22 00:56:29 IST+0530,207925262,CHARGE_STATE,50.5
36818,2021-09-22 00:56:26 IST+0530,207925262,EV_CHARGE_STATE,Active
36819,2021-09-22 00:56:27 IST+0530,207925262,CHARGE_STATE,50.5
36820,2021-09-22 00:56:36 IST+0530,207925262,EV_CHARGE_STATE,Active
36821,2021-09-22 00:56:37 IST+0530,207925262,CHARGE_STATE,50.9
36822,2021-09-22 01:09:23 IST+0530,264921353,IGN_CYL,OFF
36823,2021-09-22 01:09:25 IST+0530,264921353,CHARGE_STATE,76.8
36824,2021-09-21 23:41:44 IST+0530,270129825,IGN_CYL,ON
36825,2021-09-21 23:41:46 IST+0530,270129825,CHARGE_STATE,77.6
36826,2021-09-22 00:24:24 IST+0530,207925262,IGN_CYL,OFF
36827,2021-09-22 00:24:26 IST+0530,207925262,CHARGE_STATE,13.7
36828,2021-09-22 00:24:26 IST+0530,207925262,EV_CHARGE_STATE,Active
36829,2021-09-22 00:24:27 IST+0530,207925262,CHARGE_STATE,13.7
36830,2021-09-21 23:52:31 IST+0530,270129825,IGN_CYL,OFF
36831,2021-09-21 23:52:34 IST+0530,270129825,CHARGE_STATE,76.0
36832,2021-09-22 00:14:45 IST+0530,265888189,EV_CHARGE_STATE,Aborted
36833,2021-09-22 00:14:45 IST+0530,265888189,CHARGE_STATE,92.1
36834,2021-09-22 00:29:52 IST+0530,207925484,IGN_CYL,ON
36835,2021-09-22 00:29:54 IST+0530,207925484,CHARGE_STATE,27.4
36836,2021-09-21 23:44:46 IST+0530,207925262,IGN_CYL,ON
36837,2021-09-21 23:44:46 IST+0530,207925262,CHARGE_STATE,19.6
36838,2021-09-22 00:18:38 IST+0530,264921353,IGN_CYL,ON
36839,2021-09-22 00:18:38 IST+0530,264921353,CHARGE_STATE,80.7
36840,2021-09-22 00:23:59 IST+0530,207925262,EV_CHARGE_STATE,Active
36841,2021-09-22 00:23:59 IST+0530,207925262,CHARGE_STATE,13.3
36842,2021-09-21 22:55:07 IST+0530,256782425,IGN_CYL,OFF
36843,2021-09-21 22:55:13 IST+0530,256782425,CHARGE_STATE,76.0
36844,2021-09-21 22:34:48 IST+0530,207925262,IGN_CYL,OFF
36845,2021-09-21 22:34:50 IST+0530,207925262,CHARGE_STATE,20.0
36846,2021-09-21 22:30:50 IST+0530,270129825,IGN_CYL,OFF
36847,2021-09-21 22:30:53 IST+0530,270129825,CHARGE_STATE,78.0
36848,2021-09-21 22:54:31 IST+0530,207925484,IGN_CYL,OFF
36849,2021-09-21 22:54:36 IST+0530,207925484,CHARGE_STATE,29.4
36850,2021-09-21 22:04:25 IST+0530,256782425,IGN_CYL,OFF
36851,2021-09-21 22:04:29 IST+0530,256782425,CHARGE_STATE,76.0
36852,2021-09-21 21:53:29 IST+0530,256782425,EV_CHARGE_STATE,Aborted
36853,2021-09-21 21:53:48 IST+0530,256782425,IGN_CYL,ON
36854,2021-09-21 21:53:51 IST+0530,256782425,CHARGE_STATE,77.6
36855,2021-09-21 22:53:23 IST+0530,256782425,IGN_CYL,ON
36856,2021-09-21 22:53:25 IST+0530,256782425,CHARGE_STATE,76.0
36857,2021-09-21 23:10:54 IST+0530,256782425,IGN_CYL,ON
36858,2021-09-21 23:10:56 IST+0530,256782425,CHARGE_STATE,76.0
36859,2021-09-21 23:05:29 IST+0530,256782425,IGN_CYL,OFF
36860,2021-09-21 23:05:34 IST+0530,256782425,CHARGE_STATE,76.0
36861,2021-09-21 22:59:23 IST+0530,256782425,IGN_CYL,ON
36862,2021-09-21 22:59:25 IST+0530,256782425,CHARGE_STATE,76.0
36863,2021-09-21 18:25:20 IST+0530,207925262,IGN_CYL,ON
36864,2021-09-21 18:25:21 IST+0530,207925262,CHARGE_STATE,22.3
36865,2021-09-21 18:25:36 IST+0530,207925262,IGN_CYL,OFF
36866,2021-09-21 18:25:37 IST+0530,207925262,CHARGE_STATE,22.3
36867,2021-09-21 09:57:17 IST+0530,264921353,IGN_CYL,OFF
36868,2021-09-21 09:57:20 IST+0530,264921353,CHARGE_STATE,32.5
36869,2021-09-21 09:58:08 IST+0530,264921353,EV_CHARGE_STATE,Active
36870,2021-09-21 09:58:09 IST+0530,264921353,CHARGE_STATE,32.5
36871,2021-09-21 10:00:50 IST+0530,264921353,EV_CHARGE_STATE,Aborted
36872,2021-09-21 10:01:17 IST+0530,264921353,IGN_CYL,ON
36873,2021-09-21 10:01:18 IST+0530,264921353,CHARGE_STATE,35.2
36874,2021-09-21 09:35:12 IST+0530,264921353,IGN_CYL,OFF
36875,2021-09-21 09:35:14 IST+0530,264921353,CHARGE_STATE,36.0
36876,2021-09-21 09:38:16 IST+0530,264921353,IGN_CYL,ON
36877,2021-09-21 09:38:16 IST+0530,264921353,CHARGE_STATE,36.0
36878,2021-09-21 09:19:58 IST+0530,255506821,IGN_CYL,ON
36879,2021-09-21 09:19:59 IST+0530,255506821,CHARGE_STATE,62.3
36880,2021-09-21 09:13:31 IST+0530,255506821,EV_CHARGE_STATE,Aborted
36881,2021-09-21 09:13:32 IST+0530,255506821,CHARGE_STATE,62.7
36882,2021-09-21 09:13:41 IST+0530,255506821,IGN_CYL,ON
36883,2021-09-21 09:13:43 IST+0530,255506821,CHARGE_STATE,62.7
36884,2021-09-21 08:36:33 IST+0530,255506821,IGN_CYL,ON
36885,2021-09-21 08:36:35 IST+0530,255506821,CHARGE_STATE,61.9
36886,2021-09-21 08:36:53 IST+0530,266214265,IGN_CYL,ON
36887,2021-09-21 08:36:55 IST+0530,266214265,CHARGE_STATE,61.5
36888,2021-09-21 08:50:06 IST+0530,255506821,IGN_CYL,OFF
36889,2021-09-21 08:50:12 IST+0530,255506821,CHARGE_STATE,61.1
36890,2021-09-21 08:51:18 IST+0530,255506821,EV_CHARGE_STATE,Active
36891,2021-09-21 08:46:37 IST+0530,270768911,EV_CHARGE_STATE,Active
36892,2021-09-21 09:10:40 IST+0530,270768911,EV_CHARGE_STATE,Aborted
36893,2021-09-21 09:11:30 IST+0530,270768911,IGN_CYL,ON
36894,2021-09-21 09:17:07 IST+0530,255506821,IGN_CYL,OFF
36895,2021-09-21 09:17:13 IST+0530,255506821,CHARGE_STATE,62.7
36896,2021-09-21 09:14:33 IST+0530,266214265,IGN_CYL,ON
36897,2021-09-21 09:14:35 IST+0530,266214265,CHARGE_STATE,61.1
36898,2021-09-21 09:21:49 IST+0530,266214265,IGN_CYL,OFF
36899,2021-09-21 09:21:54 IST+0530,266214265,CHARGE_STATE,60.7
36900,2021-09-21 09:22:04 IST+0530,255506821,IGN_CYL,OFF
36901,2021-09-21 09:22:12 IST+0530,255506821,CHARGE_STATE,62.3
36902,2021-09-21 08:42:22 IST+0530,266214265,IGN_CYL,OFF
36903,2021-09-21 08:42:27 IST+0530,266214265,CHARGE_STATE,61.1
36904,2021-09-21 08:45:30 IST+0530,270768911,IGN_CYL,OFF
36905,2021-09-21 08:35:32 IST+0530,266214265,IGN_CYL,OFF
36906,2021-09-21 08:35:36 IST+0530,266214265,CHARGE_STATE,61.5
36907,2021-09-21 09:26:24 IST+0530,264921353,IGN_CYL,OFF
36908,2021-09-21 09:26:26 IST+0530,264921353,CHARGE_STATE,36.0
36909,2021-09-21 09:26:39 IST+0530,270768911,IGN_CYL,OFF
36910,2021-09-21 09:26:57 IST+0530,264921353,IGN_CYL,ON
36911,2021-09-21 09:26:58 IST+0530,264921353,CHARGE_STATE,36.0
36912,2021-09-21 03:51:52 IST+0530,207925262,IGN_CYL,ON
36913,2021-09-21 03:51:52 IST+0530,207925262,CHARGE_STATE,50.1
36914,2021-09-21 03:41:37 IST+0530,255506821,IGN_CYL,OFF
36915,2021-09-21 03:41:41 IST+0530,255506821,CHARGE_STATE,68.2
36916,2021-09-21 04:21:20 IST+0530,270768911,IGN_CYL,OFF
36917,2021-09-21 01:21:55 IST+0530,264921353,IGN_CYL,ON
36918,2021-09-21 01:21:55 IST+0530,264921353,CHARGE_STATE,80.0
36919,2021-09-21 01:07:02 IST+0530,264921353,IGN_CYL,ON
36920,2021-09-21 01:07:03 IST+0530,264921353,CHARGE_STATE,80.0
36921,2021-09-21 00:44:29 IST+0530,207925262,EV_CHARGE_STATE,Aborted
36922,2021-09-21 00:44:30 IST+0530,207925262,CHARGE_STATE,72.1
36923,2021-09-21 01:13:03 IST+0530,264921353,IGN_CYL,OFF
36924,2021-09-21 01:13:05 IST+0530,264921353,CHARGE_STATE,80.0
36925,2021-09-21 01:13:55 IST+0530,207925262,IGN_CYL,OFF
36926,2021-09-21 01:13:57 IST+0530,207925262,CHARGE_STATE,66.2
36927,2021-09-21 01:14:25 IST+0530,207925262,IGN_CYL,OFF
36928,2021-09-21 01:14:27 IST+0530,207925262,CHARGE_STATE,66.2
36929,2021-09-21 01:14:21 IST+0530,207925262,IGN_CYL,ON
36930,2021-09-21 01:14:21 IST+0530,207925262,CHARGE_STATE,66.2
36931,2021-09-20 21:08:34 IST+0530,270768911,IGN_CYL,OFF
36932,2021-09-20 21:02:19 IST+0530,256782425,IGN_CYL,OFF
36933,2021-09-20 21:02:26 IST+0530,256782425,CHARGE_STATE,57.2
36934,2021-09-20 21:03:39 IST+0530,256782425,EV_CHARGE_STATE,Active
36935,2021-09-20 20:37:10 IST+0530,207925262,IGN_CYL,OFF
36936,2021-09-20 20:37:12 IST+0530,207925262,CHARGE_STATE,41.9
36937,2021-09-20 20:55:15 IST+0530,270768911,IGN_CYL,OFF
36938,2021-09-20 20:55:28 IST+0530,266214265,IGN_CYL,ON
36939,2021-09-20 20:55:31 IST+0530,266214265,CHARGE_STATE,10.5
36940,2021-09-20 21:07:58 IST+0530,265888189,EV_CHARGE_STATE,Active
36941,2021-09-20 21:07:58 IST+0530,265888189,CHARGE_STATE,65.0
36942,2021-09-20 21:15:48 IST+0530,258703729,EV_CHARGE_STATE,Aborted
36943,2021-09-20 21:16:18 IST+0530,258703729,IGN_CYL,ON
36944,2021-09-20 21:16:20 IST+0530,258703729,CHARGE_STATE,82.7
36945,2021-09-20 20:30:28 IST+0530,258703729,IGN_CYL,OFF
36946,2021-09-20 20:30:30 IST+0530,258703729,EV_CHARGE_STATE,Active
36947,2021-09-20 21:02:12 IST+0530,266214265,IGN_CYL,OFF
36948,2021-09-20 21:02:16 IST+0530,266214265,CHARGE_STATE,9.4
36949,2021-09-20 21:03:18 IST+0530,266214265,EV_CHARGE_STATE,Active
36950,2021-09-20 21:03:22 IST+0530,266214265,EV_CHARGE_STATE,Active
36951,2021-09-20 21:03:25 IST+0530,266214265,IGN_CYL,ON
36952,2021-09-20 21:03:28 IST+0530,266214265,CHARGE_STATE,9.4
36953,2021-09-20 21:03:25 IST+0530,266214265,CHARGE_STATE,9.4
36954,2021-09-20 21:05:13 IST+0530,265888189,IGN_CYL,OFF
36955,2021-09-20 21:05:17 IST+0530,265888189,CHARGE_STATE,65.4
36956,2021-09-20 21:06:25 IST+0530,270768911,IGN_CYL,ON
36957,2021-09-20 20:53:59 IST+0530,270768911,IGN_CYL,ON
36958,2021-09-20 21:05:57 IST+0530,256782425,IGN_CYL,OFF
36959,2021-09-20 21:05:56 IST+0530,256782425,EV_CHARGE_STATE,Active
36960,2021-09-20 21:05:59 IST+0530,256782425,CHARGE_STATE,59.6
36961,2021-09-20 21:06:11 IST+0530,256782425,EV_CHARGE_STATE,Active
36962,2021-09-20 21:06:15 IST+0530,256782425,CHARGE_STATE,60.0
36963,2021-09-20 20:48:11 IST+0530,256782425,IGN_CYL,ON
36964,2021-09-20 20:48:13 IST+0530,256782425,CHARGE_STATE,65.0
36965,2021-09-20 20:20:32 IST+0530,258703729,EV_CHARGE_STATE,Aborted
36966,2021-09-20 20:20:33 IST+0530,258703729,CHARGE_STATE,50.1
36967,2021-09-20 20:20:46 IST+0530,258703729,IGN_CYL,ON
36968,2021-09-20 20:01:10 IST+0530,255506821,IGN_CYL,ON
36969,2021-09-20 20:01:12 IST+0530,255506821,CHARGE_STATE,93.3
36970,2021-09-20 09:44:08 IST+0530,265888189,IGN_CYL,OFF
36971,2021-09-20 09:44:12 IST+0530,265888189,CHARGE_STATE,69.8
36972,2021-09-20 20:14:59 IST+0530,265888189,IGN_CYL,ON
36973,2021-09-20 20:15:00 IST+0530,265888189,CHARGE_STATE,69.8
36974,2021-09-20 20:16:29 IST+0530,207925484,IGN_CYL,OFF
36975,2021-09-20 20:16:34 IST+0530,207925484,CHARGE_STATE,36.0
36976,2021-09-20 20:17:15 IST+0530,255506821,IGN_CYL,OFF
36977,2021-09-20 20:17:20 IST+0530,255506821,CHARGE_STATE,87.8
